id_match,home_team,away_team,home_result,away_result,date,round,city,edition
167,Czechoslovakia,Yugoslavia,3,1,1962/06/13,Semi-finals,Vina del Mar,1962
168,Chile,Yugoslavia,1,0,1962/06/16,Third Place,Santiago,1962
169,Brazil,Czechoslovakia,3,1,1962/06/17,Final,Santiago,1962
360,Costa Rica,Guatemala,3,2,,Preliminary,San José,1962
361,Ghana,Nigeria,4,1,,Preliminary,Accra,1962
362,Guatemala,Costa Rica,4,4,,Preliminary,Guatemala,1962
363,Honduras,Costa Rica,2,1,,Preliminary,Tegucigalpa,1962
364,Nigeria,Ghana,2,2,,Preliminary,Lagos,1962
365,Costa Rica,Honduras,5,0,,Preliminary,San José,1962
366,Finland,France,1,2,,Preliminary,Helsinki,1962
367,Honduras,Guatemala,1,1,,Preliminary,Tegucigalpa,1962
368,Guatemala,Honduras,0,2,,Preliminary,Guatemala,1962
369,Dutch Guyana,Dutch Antilles,1,2,,Preliminary,Paramaribo,1962
370,Sweden,Belgium,2,0,,Preliminary,Stockholm,1962
371,Luxembourg,England,0,9,,Preliminary,Luxembourg,1962
372,Northern Ireland,FRG,3,4,,Preliminary,Belfast,1962
373,Morocco,Tunisia,2,1,,Preliminary,Casablanca,1962
374,South Korea,Japan,2,1,,Preliminary,Seoul,1962
375,USA,Mexico,3,3,,Preliminary,Los Angeles,1962
376,Cyprus,Israel,1,1,,Preliminary,Levkosía,1962
377,Tunisia,Morocco,2,1,,Preliminary,Tunis,1962
378,Mexico,USA,3,0,,Preliminary,México DF,1962
379,Belgium,Switzerland,2,4,,Preliminary,Bruxelles,1962
380,Greece,FRG,0,3,,Preliminary,Athína,1962
381,Israel,Cyprus,6,1,,Preliminary,Tel Aviv,1962
382,Dutch Antilles,Dutch Guyana,0,0,,Preliminary,Willemstad,1962
383,Ecuador,Argentina,3,6,,Preliminary,Guayaquil,1962
384,France,Bulgaria,3,0,,Preliminary,Paris,1962
385,Argentina,Ecuador,5,0,,Preliminary,Buenos Aires,1962
386,Costa Rica,Honduras,1,0,,Preliminary,Guatemala,1962
387,Morocco,Tunisia,1,1,,Preliminary,Palermo,1962
388,Israel,Ethiopia,1,0,,Preliminary,Tel Aviv,1962
389,Portugal,Luxembourg,6,0,,Preliminary,Lisboa,1962
390,Ethiopia,Israel,2,3,,Preliminary,Tel Aviv,1962
391,Costa Rica,Mexico,1,0,,Preliminary,San José,1962
392,Costa Rica,Dutch Antilles,6,0,,Preliminary,San José,1962
393,Ghana,Morocco,0,0,,Preliminary,Accra,1962
394,Mexico,Dutch Antilles,7,0,,Preliminary,México DF,1962
395,Mexico,Costa Rica,4,1,,Preliminary,México DF,1962
396,Hungary,GDR,2,0,,Preliminary,Budapest,1962
397,Wales,Spain,1,2,,Preliminary,Cardiff,1962
398,Dutch Antilles,Costa Rica,2,0,,Preliminary,Willemstad,1962
399,Netherlands,Hungary,0,3,,Preliminary,Rotterdam,1962
400,Colombia,Peru,1,0,,Preliminary,Bogotá,1962
401,Greece,Northern Ireland,2,1,,Preliminary,Athína,1962
402,Scotland,Ireland,4,1,,Preliminary,Glasgow,1962
403,Ireland,Scotland,0,3,,Preliminary,Dublin,1962
404,Peru,Colombia,1,1,,Preliminary,Lima,1962
405,FRG,Northern Ireland,2,1,,Preliminary,West-Berlin,1962
406,GDR,Netherlands,1,1,,Preliminary,Leipzig,1962
407,Czechoslovakia,Scotland,4,0,,Preliminary,Bratislava,1962
408,Spain,Wales,1,1,,Preliminary,Madrid,1962
409,Switzerland,Belgium,2,1,,Preliminary,Lausanne,1962
410,Portugal,England,1,1,,Preliminary,Lisboa,1962
411,Dutch Antilles,Mexico,0,0,,Preliminary,Willemstad,1962
412,Sweden,Switzerland,4,0,,Preliminary,Stockholm,1962
413,Morocco,Ghana,1,0,,Preliminary,Casablanca,1962
414,Norway,Turkey,0,1,,Preliminary,Oslo,1962
415,Yugoslavia,Poland,2,1,,Preliminary,Beograd,1962
416,Japan,South Korea,0,2,,Preliminary,Tokyo,1962
417,Finland,Bulgaria,0,2,,Preliminary,Helsinki,1962
418,Soviet Union,Turkey,1,0,,Preliminary,Moskva,1962
419,Poland,Yugoslavia,1,1,,Preliminary,Chorzów,1962
420,Soviet Union,Norway,5,2,,Preliminary,Moskva,1962
421,Bolivia,Uruguay,1,1,,Preliminary,La Paz,1962
422,Uruguay,Bolivia,2,1,,Preliminary,Montevideo,1962
423,Norway,Soviet Union,0,3,,Preliminary,Oslo,1962
424,GDR,Hungary,2,3,,Preliminary,Ost-Berlin,1962
425,Scotland,Czechoslovakia,3,2,,Preliminary,Glasgow,1962
426,France,Finland,5,1,,Preliminary,Paris,1962
427,England,Luxembourg,4,1,,Preliminary,London,1962
428,Belgium,Sweden,0,2,,Preliminary,Bruxelles,1962
429,Luxembourg,Portugal,4,2,,Preliminary,Luxembourg,1962
430,Ireland,Czechoslovakia,1,3,,Preliminary,Dublin,1962
431,Yugoslavia,South Korea,5,1,,Preliminary,Beograd,1962
432,Israel,Italy,2,4,,Preliminary,Tel Aviv,1962
433,Northern Ireland,Greece,2,0,,Preliminary,Belfast,1962
434,FRG,Greece,2,1,,Preliminary,Augsburg,1962
435,Hungary,Netherlands,3,3,,Preliminary,Budapest,1962
436,England,Portugal,2,0,,Preliminary,London,1962
437,Switzerland,Sweden,3,2,,Preliminary,Bern,1962
438,Bulgaria,Finland,3,1,,Preliminary,Sofija,1962
439,Turkey,Norway,2,1,,Preliminary,İstanbul,1962
440,Czechoslovakia,Ireland,7,1,,Preliminary,Praha,1962
441,Mexico,Paraguay,1,0,,Preliminary,México DF,1962
442,Italy,Israel,6,0,,Preliminary,Torino,1962
443,Paraguay,Mexico,0,0,,Preliminary,Asunción,1962
444,Switzerland,Sweden,2,1,,Preliminary,West-Berlin,1962
445,Bulgaria,France,1,0,,Preliminary,Sofija,1962
446,Turkey,Soviet Union,1,2,,Preliminary,İstanbul,1962
447,Morocco,Spain,0,1,,Preliminary,Casablanca,1962
448,Spain,Morocco,3,2,,Preliminary,Madrid,1962
449,South Korea,Yugoslavia,1,3,,Preliminary,Seoul,1962
450,Czechoslovakia,Scotland,4,2,,Preliminary,Bruxelles,1962
451,Bulgaria,France,1,0,,Preliminary,Milano,1962
170,England,Uruguay,0,0,1966/07/11,Group Stage,London,1966
171,France,Mexico,1,1,1966/07/13,Group Stage,London,1966
172,Brazil,Bulgaria,2,0,1966/07/12,Group Stage,Liverpool,1966
173,Portugal,Hungary,3,1,1966/07/13,Group Stage,Manchester,1966
174,West Germany,Switzerland,5,0,1966/07/12,Group Stage,Sheffield,1966
175,Argentina,Spain,2,1,1966/07/13,Group Stage,Birmingham,1966
176,Italy,Chile,2,0,1966/07/13,Group Stage,Sunderland,1966
177,Soviet Union,Korea DPR,3,0,1966/07/12,Group Stage,Middlesbrough,1966
178,Uruguay,France,2,1,1966/07/15,Group Stage,London,1966
179,England,Mexico,2,0,1966/07/16,Group Stage,London,1966
180,Hungary,Brazil,3,1,1966/07/15,Group Stage,Liverpool,1966
181,Portugal,Bulgaria,3,0,1966/07/16,Group Stage,Manchester,1966
182,Argentina,Switzerland,2,0,1966/07/16,Group Stage,Sheffield,1966
183,West Germany,Spain,2,1,1966/07/15,Group Stage,Birmingham,1966
184,Chile,Korea DPR,1,1,1966/07/15,Group Stage,Middlesbrough,1966
185,Soviet Union,Italy,1,0,1966/07/16,Group Stage,Sunderland,1966
186,Mexico,Uruguay,0,0,1966/07/19,Group Stage,London,1966
187,England,France,2,0,1966/07/20,Group Stage,London,1966
188,Portugal,Brazil,3,1,1966/07/19,Group Stage,Liverpool,1966
189,Hungary,Bulgaria,3,1,1966/07/20,Group Stage,Manchester,1966
190,Argentina,West Germany,0,0,1966/07/16,Group Stage,Birmingham,1966
191,Spain,Switzerland,2,1,1966/07/20,Group Stage,Sheffield,1966
192,Korea DPR,Italy,1,0,1966/07/19,Group Stage,Middlesbrough,1966
193,Soviet Union,Chile,2,1,1966/07/20,Group Stage,Sunderland,1966
194,England,Argentina,1,0,1966/07/23,Quarter-finals,London,1966
195,West Germany,Uruguay,4,0,1966/07/23,Quarter-finals,Sheffield,1966
196,Portugal,Korea DPR,5,3,1966/07/23,Quarter-finals,Liverpool,1966
197,Soviet Union,Hungary,2,1,1966/07/23,Quarter-finals,Sunderland,1966
198,West Germany,Soviet Union,2,1,1966/07/25,Semi-finals,Liverpool,1966
199,England,Portugal,2,1,1966/07/26,Semi-finals,London,1966
200,Portugal,Soviet Union,2,1,1966/07/28,Third Place,London,1966
201,England,West Germany,4,2,1966/07/30,Final,London,1966
484,Netherlands,Albania,2,0,,Preliminary,Rotterdam,1966
485,Yugoslavia,Luxembourg,3,1,,Preliminary,Beograd,1966
486,Luxembourg,France,0,2,,Preliminary,Luxembourg,1966
487,Northern Ireland,Switzerland,1,0,,Preliminary,Belfast,1966
488,Denmark,Wales,1,0,,Preliminary,København,1966
489,Scotland,Finland,3,1,,Preliminary,Glasgow,1966
490,Albania,Netherlands,0,2,,Preliminary,Tiranë,1966
491,FRG,Sweden,1,1,,Preliminary,West-Berlin,1966
492,Italy,Finland,6,1,,Preliminary,Genova,1966
493,Luxembourg,Norway,0,2,,Preliminary,Luxembourg,1966
494,France,Norway,1,0,,Preliminary,Paris,1966
495,Switzerland,Northern Ireland,2,1,,Preliminary,Lausanne,1966
496,Greece,Denmark,4,2,,Preliminary,Athína,1966
497,Greece,Wales,2,0,,Preliminary,Athína,1966
498,Jamaica,Cuba,2,0,,Preliminary,Kingston,1966
499,Cuba,Dutch Antilles,1,1,,Preliminary,Kingston,1966
500,Jamaica,Dutch Antilles,2,0,,Preliminary,Kingston,1966
501,Portugal,Turkey,5,1,,Preliminary,Lisboa,1966
502,Dutch Antilles,Cuba,1,0,,Preliminary,La Habana,1966
503,Dutch Antilles,Jamaica,0,0,,Preliminary,La Habana,1966
504,Cuba,Jamaica,2,1,,Preliminary,La Habana,1966
505,Trinidad and Tobago,Dutch Guyana,4,1,,Preliminary,Port of Spain,1966
506,Costa Rica,Dutch Guyana,1,0,,Preliminary,San José,1966
507,Costa Rica,Trinidad and Tobago,4,0,,Preliminary,San José,1966
508,Dutch Guyana,Costa Rica,1,3,,Preliminary,Paramaribo,1966
509,Honduras,Mexico,0,1,,Preliminary,San Pedro Sula,1966
510,Mexico,Honduras,3,0,,Preliminary,México DF,1966
511,Trinidad and Tobago,Costa Rica,0,1,,Preliminary,Port of Spain,1966
512,USA,Mexico,2,2,,Preliminary,Los Angeles,1966
513,Mexico,USA,2,0,,Preliminary,México DF,1966
514,Dutch Guyana,Trinidad and Tobago,6,1,,Preliminary,Paramaribo,1966
515,Northern Ireland,Netherlands,2,1,,Preliminary,Belfast,1966
516,Wales,Greece,4,1,,Preliminary,Cardiff,1966
517,Honduras,USA,0,1,,Preliminary,San Pedro Sula,1966
518,USA,Honduras,1,1,,Preliminary,Tegucigalpa,1966
519,Netherlands,Northern Ireland,0,0,,Preliminary,Rotterdam,1966
520,Albania,Switzerland,0,2,,Preliminary,Tiranë,1966
521,Yugoslavia,France,1,0,,Preliminary,Beograd,1966
522,Poland,Italy,0,0,,Preliminary,Warszawa,1966
523,Turkey,Portugal,0,1,,Preliminary,Ankara,1966
524,FRG,Cyprus,5,0,,Preliminary,Karlsruhe,1966
525,Czechoslovakia,Portugal,0,1,,Preliminary,Bratislava,1966
526,Austria,GDR,1,1,,Preliminary,Wien,1966
527,Costa Rica,Mexico,0,0,,Preliminary,San José,1966
528,Romania,Turkey,3,0,,Preliminary,Bucureşti,1966
529,Switzerland,Albania,1,0,,Preliminary,Genève,1966
530,Jamaica,Mexico,2,3,,Preliminary,Kingston,1966
531,Ireland,Spain,1,0,,Preliminary,Dublin,1966
532,Sweden,Cyprus,3,0,,Preliminary,Norrköping,1966
533,Northern Ireland,Albania,4,1,,Preliminary,Belfast,1966
534,Mexico,Jamaica,8,0,,Preliminary,México DF,1966
535,Belgium,Israel,1,0,,Preliminary,Bruxelles,1966
536,Costa Rica,Jamaica,7,0,,Preliminary,San José,1966
537,Peru,Venezuela,1,0,,Preliminary,Lima,1966
538,Mexico,Costa Rica,1,0,,Preliminary,México DF,1966
539,Jamaica,Costa Rica,1,1,,Preliminary,Kingston,1966
540,GDR,Hungary,1,1,,Preliminary,Leipzig,1966
541,Soviet Union,Greece,3,1,,Preliminary,Moskva,1966
542,Poland,Scotland,1,1,,Preliminary,Chorzów,1966
543,Uruguay,Venezuela,5,0,,Preliminary,Montevideo,1966
544,Norway,Luxembourg,4,2,,Preliminary,Trondheim,1966
545,Finland,Scotland,1,2,,Preliminary,Helsinki,1966
546,Romania,Czechoslovakia,1,0,,Preliminary,Bucureşti,1966
547,Soviet Union,Wales,2,1,,Preliminary,Moskva,1966
548,Venezuela,Uruguay,1,3,,Preliminary,Caracas,1966
549,Venezuela,Peru,3,6,,Preliminary,Caracas,1966
550,Peru,Uruguay,0,1,,Preliminary,Lima,1966
551,Bulgaria,Israel,4,0,,Preliminary,Sofija,1966
552,Portugal,Romania,2,1,,Preliminary,Lisboa,1966
553,Austria,Hungary,0,1,,Preliminary,Wien,1966
554,Uruguay,Peru,2,1,,Preliminary,Montevideo,1966
555,Norway,Yugoslavia,3,0,,Preliminary,Oslo,1966
556,Finland,Italy,0,2,,Preliminary,Helsinki,1966
557,Soviet Union,Denmark,6,0,,Preliminary,Moskva,1966
558,Colombia,Ecuador,0,1,,Preliminary,Barranquilla,1966
559,Ecuador,Colombia,2,0,,Preliminary,Guayaquil,1966
560,Paraguay,Bolivia,2,0,,Preliminary,Asunción,1966
561,Chile,Colombia,7,2,,Preliminary,Santiago,1966
562,Argentina,Paraguay,3,0,,Preliminary,Buenos Aires,1966
563,Colombia,Chile,2,0,,Preliminary,Barranquilla,1966
564,Paraguay,Argentina,0,0,,Preliminary,Asunción,1966
565,Ecuador,Chile,2,2,,Preliminary,Guayaquil,1966
566,Argentina,Bolivia,4,1,,Preliminary,Buenos Aires,1966
567,Chile,Ecuador,3,1,,Preliminary,Santiago,1966
568,Bolivia,Paraguay,2,1,,Preliminary,La Paz,1966
569,Bolivia,Argentina,1,2,,Preliminary,La Paz,1966
570,Hungary,Austria,3,0,,Preliminary,Budapest,1966
571,Norway,France,0,1,,Preliminary,Oslo,1966
572,Luxembourg,Yugoslavia,2,5,,Preliminary,Luxembourg,1966
573,Czechoslovakia,Romania,3,1,,Preliminary,Praha,1966
574,Bulgaria,Belgium,3,0,,Preliminary,Sofija,1966
575,Sweden,FRG,1,2,,Preliminary,Stockholm,1966
576,Finland,Poland,2,0,,Preliminary,Helsinki,1966
577,Greece,Soviet Union,1,4,,Preliminary,Athína,1966
578,France,Yugoslavia,1,0,,Preliminary,Paris,1966
579,Turkey,Czechoslovakia,0,6,,Preliminary,İstanbul,1966
580,Hungary,GDR,3,2,,Preliminary,Budapest,1966
581,Chile,Ecuador,2,1,,Preliminary,Lima,1966
582,Scotland,Poland,1,2,,Preliminary,Glasgow,1966
583,Netherlands,Switzerland,0,0,,Preliminary,Amsterdam,1966
584,Denmark,Soviet Union,1,3,,Preliminary,København,1966
585,Turkey,Romania,2,1,,Preliminary,Ankara,1966
586,Poland,Finland,7,0,,Preliminary,Szczecin,1966
587,Belgium,Bulgaria,5,0,,Preliminary,Bruxelles,1966
588,Spain,Ireland,4,1,,Preliminary,Sevilla,1966
589,Denmark,Greece,1,1,,Preliminary,København,1966
590,Wales,Soviet Union,2,1,,Preliminary,Cardiff,1966
591,Portugal,Czechoslovakia,0,0,,Preliminary,Porto,1966
592,GDR,Austria,1,0,,Preliminary,Leipzig,1966
593,Italy,Poland,6,1,,Preliminary,Roma,1966
594,France,Luxembourg,4,1,,Preliminary,Marseille,1966
595,Cyprus,Sweden,0,5,,Preliminary,Ammóchostos,1966
596,Yugoslavia,Norway,1,1,,Preliminary,Beograd,1966
597,Scotland,Italy,1,0,,Preliminary,Glasgow,1966
598,Israel,Belgium,0,5,,Preliminary,Tel Aviv,1966
599,Spain,Ireland,1,0,,Preliminary,Paris,1966
600,Cyprus,FRG,0,6,,Preliminary,Levkosía,1966
601,Switzerland,Netherlands,2,1,,Preliminary,Bern,1966
602,Israel,Bulgaria,1,2,,Preliminary,Tel Aviv,1966
603,Czechoslovakia,Turkey,3,1,,Preliminary,Brno,1966
604,Romania,Portugal,2,0,,Preliminary,Bucureşti,1966
605,North Korea,Australia,6,1,,Preliminary,Phnom Penh,1966
606,Albania,Northern Ireland,1,1,,Preliminary,Tiranë,1966
607,Australia,North Korea,1,3,,Preliminary,Phnom Penh,1966
608,Wales,Denmark,4,2,,Preliminary,Wrexham,1966
609,Italy,Scotland,3,0,,Preliminary,Napoli,1966
610,Bulgaria,Belgium,2,1,,Preliminary,Firenze,1966
202,Mexico,Soviet Union,0,0,1970/05/31,Group Stage,Mexico City,1970
203,Belgium,El Salvador,3,0,1970/06/03,Group Stage,Mexico City,1970
204,Italy,Sweden,1,0,1970/06/03,Group Stage,Toluca,1970
205,Uruguay,Israel,2,0,1970/06/02,Group Stage,Puebla,1970
206,England,Romania,1,0,1970/06/02,Group Stage,Guadalajara,1970
207,Brazil,Czechoslovakia,4,1,1970/06/03,Group Stage,Guadalajara,1970
208,West Germany,Morocco,2,1,1970/06/03,Group Stage,Leon,1970
209,Peru,Bulgaria,3,2,1970/06/02,Group Stage,Leon,1970
210,Soviet Union,Belgium,4,1,1970/06/06,Group Stage,Mexico City,1970
211,Mexico,El Salvador,4,0,1970/06/07,Group Stage,Mexico City,1970
212,Uruguay,Italy,0,0,1970/06/06,Group Stage,Puebla,1970
213,Sweden,Israel,1,1,1970/06/07,Group Stage,Toluca,1970
214,Romania,Czechoslovakia,2,1,1970/06/06,Group Stage,Guadalajara,1970
215,Brazil,England,1,0,1970/06/07,Group Stage,Guadalajara,1970
216,Peru,Morocco,3,0,1970/06/06,Group Stage,Leon,1970
217,West Germany,Bulgaria,5,2,1970/06/07,Group Stage,Leon,1970
218,Soviet Union,El Salvador,2,0,1970/06/10,Group Stage,Mexico City,1970
219,Mexico,Belgium,1,0,1970/06/11,Group Stage,Mexico City,1970
220,Sweden,Uruguay,1,0,1970/06/10,Group Stage,Puebla,1970
221,Italy,Israel,0,0,1970/06/11,Group Stage,Toluca,1970
222,Brazil,Romania,3,2,1970/06/10,Group Stage,Guadalajara,1970
223,England,Czechoslovakia,1,0,1970/06/11,Group Stage,Guadalajara,1970
224,West Germany,Peru,3,1,1970/06/10,Group Stage,Leon,1970
225,Bulgaria,Morocco,1,1,1970/06/11,Group Stage,Leon,1970
226,Uruguay,Soviet Union,1,0,1970/06/14,Quarter-finals,Mexico City,1970
227,Italy,Mexico,4,1,1970/06/14,Quarter-finals,Toluca,1970
228,Brazil,Peru,4,2,1970/06/14,Quarter-finals,Guadalajara,1970
229,West Germany,England,3,2,1970/06/14,Quarter-finals,Leon,1970
230,Italy,West Germany,4,3,1970/06/17,Semi-finals,Mexico City,1970
231,Brazil,Uruguay,3,1,1970/06/17,Semi-finals,Guadalajara,1970
232,West Germany,Uruguay,1,0,1970/06/20,Third Place,Mexico City,1970
233,Brazil,Italy,4,1,1970/06/21,Final,Mexico City,1970
643,Austria,Cyprus,7,1,,Preliminary,Wien,1970
644,Finland,Belgium,1,2,,Preliminary,Helsinki,1970
645,Luxembourg,Netherlands,0,2,,Preliminary,Rotterdam,1970
646,Denmark,Czechoslovakia,0,3,,Preliminary,København,1970
647,Yugoslavia,Finland,9,1,,Preliminary,Beograd,1970
648,Canada,Bermuda,4,0,,Preliminary,Toronto,1970
649,Sweden,Norway,5,0,,Preliminary,Stockholm,1970
650,Belgium,Finland,6,1,,Preliminary,Waregem,1970
651,Switzerland,Greece,1,0,,Preliminary,Basel,1970
652,Austria,FRG,0,2,,Preliminary,Wien,1970
653,Canada,USA,4,2,,Preliminary,Toronto,1970
654,Belgium,Yugoslavia,3,0,,Preliminary,Bruxelles,1970
655,Czechoslovakia,Denmark,1,0,,Preliminary,Bratislava,1970
656,Bermuda,Canada,0,0,,Preliminary,Hamilton,1970
657,Wales,Italy,0,1,,Preliminary,Cardiff,1970
658,Northern Ireland,Turkey,4,1,,Preliminary,Belfast,1970
659,USA,Canada,1,0,,Preliminary,Atlanta,1970
660,Portugal,Romania,3,0,,Preliminary,Lisboa,1970
661,Yugoslavia,Spain,0,0,,Preliminary,Beograd,1970
662,Bulgaria,Netherlands,2,0,,Preliminary,Sofija,1970
663,Zambia,Sudan,4,2,,Preliminary,Ndola,1970
664,USA,Bermuda,6,2,,Preliminary,Kansas City,1970
665,Morocco,Senegal,1,0,,Preliminary,Casablanca,1970
666,France,Norway,0,1,,Preliminary,Strasbourg,1970
667,Scotland,Austria,2,1,,Preliminary,Glasgow,1970
668,Sudan,Zambia,4,2,,Preliminary,Khartoum,1970
669,Bermuda,USA,0,2,,Preliminary,Hamilton,1970
670,Guatemala,Trinidad and Tobago,4,0,,Preliminary,Guatemala,1970
671,Algeria,Tunisia,1,2,,Preliminary,Algiers,1970
672,Trinidad and Tobago,Guatemala,0,0,,Preliminary,Guatemala,1970
673,Romania,Switzerland,2,0,,Preliminary,Bucureşti,1970
674,Cyprus,FRG,0,1,,Preliminary,Levkosía,1970
675,Trinidad and Tobago,Haiti,0,4,,Preliminary,Port-au-Prince,1970
676,Dutch Guyana,Dutch Antilles,6,0,,Preliminary,Paramaribo,1970
677,Haiti,Trinidad and Tobago,2,4,,Preliminary,Port-au-Prince,1970
678,Costa Rica,Jamaica,3,0,,Preliminary,San José,1970
679,Jamaica,Costa Rica,1,3,,Preliminary,San José,1970
680,El Salvador,Dutch Guyana,6,0,,Preliminary,San José,1970
681,Honduras,Jamaica,3,1,,Preliminary,Tegucigalpa,1970
682,Dutch Antilles,Dutch Guyana,2,0,,Preliminary,Oranjestad,1970
683,Nigeria,Cameroon,1,1,,Preliminary,Lagos,1970
684,Jamaica,Honduras,0,2,,Preliminary,Tegucigalpa,1970
685,Haiti,Guatemala,2,0,,Preliminary,Port-au-Prince,1970
686,Greece,Portugal,4,2,,Preliminary,Athína,1970
687,Turkey,Northern Ireland,0,3,,Preliminary,İstanbul,1970
688,Spain,Belgium,1,1,,Preliminary,Madrid,1970
689,Cyprus,Scotland,0,5,,Preliminary,Levkosía,1970
690,El Salvador,Dutch Antilles,1,0,,Preliminary,San Salvador,1970
691,Dutch Antilles,El Salvador,1,2,,Preliminary,San Salvador,1970
692,Honduras,Costa Rica,1,0,,Preliminary,Tegucigalpa,1970
693,Dutch Guyana,El Salvador,4,1,,Preliminary,Paramaribo,1970
694,Cameroon,Nigeria,2,3,,Preliminary,Douala,1970
695,Costa Rica,Honduras,1,1,,Preliminary,San José,1970
696,Tunisia,Algeria,0,0,,Preliminary,Tunis,1970
697,Senegal,Morocco,2,1,,Preliminary,Dakar,1970
698,Libya,Ethiopia,2,0,,Preliminary,Tripoli,1970
699,Ethiopia,Libya,5,1,,Preliminary,Addis Ababa,1970
700,Morocco,Senegal,2,0,,Preliminary,Las Palmas,1970
701,Belgium,Spain,2,1,,Preliminary,Liège,1970
702,Guatemala,Haiti,1,1,,Preliminary,Guatemala,1970
703,Netherlands,Luxembourg,4,0,,Preliminary,Rotterdam,1970
704,GDR,Italy,2,2,,Preliminary,Ost-Berlin,1970
705,Portugal,Switzerland,0,2,,Preliminary,Lisboa,1970
706,Greece,Romania,2,2,,Preliminary,Athína,1970
707,GDR,Wales,2,1,,Preliminary,Dresden,1970
708,Scotland,FRG,1,1,,Preliminary,Glasgow,1970
709,Cyprus,Austria,1,2,,Preliminary,Levkosía,1970
710,Poland,Luxembourg,8,1,,Preliminary,Kraków,1970
711,Haiti,USA,2,0,,Preliminary,Port-au-Prince,1970
712,Bulgaria,Luxembourg,2,1,,Preliminary,Sofija,1970
713,Tunisia,Morocco,0,0,,Preliminary,Tunis,1970
714,Spain,Yugoslavia,2,1,,Preliminary,Barcelona,1970
715,Portugal,Greece,2,2,,Preliminary,Porto,1970
716,Ireland,Czechoslovakia,1,2,,Preliminary,Dublin,1970
717,Ethiopia,Sudan,1,1,,Preliminary,Addis Ababa,1970
718,Netherlands,Poland,1,0,,Preliminary,Rotterdam,1970
719,FRG,Austria,1,0,,Preliminary,Nürnberg,1970
720,Nigeria,Ghana,2,1,,Preliminary,Ibadan,1970
721,USA,Haiti,0,1,,Preliminary,San Diego,1970
722,Sudan,Ethiopia,3,1,,Preliminary,Khartoum,1970
723,Switzerland,Romania,0,1,,Preliminary,Lausanne,1970
724,Scotland,Cyprus,8,0,,Preliminary,Glasgow,1970
725,Morocco,Tunisia,0,0,,Preliminary,Casablanca,1970
726,Ghana,Nigeria,1,1,,Preliminary,Accra,1970
727,FRG,Cyprus,12,0,,Preliminary,Essen,1970
728,Hungary,Czechoslovakia,2,0,,Preliminary,Budapest,1970
729,Denmark,Ireland,2,0,,Preliminary,København,1970
730,Finland,Yugoslavia,1,5,,Preliminary,Helsinki,1970
731,Ireland,Hungary,1,2,,Preliminary,Dublin,1970
732,Honduras,El Salvador,1,0,,Preliminary,Tegucigalpa,1970
733,Morocco,Tunisia,2,2,,Preliminary,Marseille,1970
734,Denmark,Hungary,3,2,,Preliminary,København,1970
735,Bulgaria,Poland,4,1,,Preliminary,Sofija,1970
736,El Salvador,Honduras,3,0,,Preliminary,San Salvador,1970
737,Norway,Sweden,2,5,,Preliminary,Oslo,1970
738,Finland,Spain,2,0,,Preliminary,Helsinki,1970
739,El Salvador,Honduras,3,2,,Preliminary,México DF,1970
740,Ecuador,Uruguay,0,2,,Preliminary,Guayaquil,1970
741,Chile,Uruguay,0,0,,Preliminary,Santiago,1970
742,Uruguay,Ecuador,1,0,,Preliminary,Montevideo,1970
743,Bolivia,Argentina,3,1,,Preliminary,La Paz,1970
744,Colombia,Venezuela,3,0,,Preliminary,Bogotá,1970
745,Chile,Ecuador,4,1,,Preliminary,Santiago,1970
746,Venezuela,Colombia,1,1,,Preliminary,Caracas,1970
747,Peru,Argentina,1,0,,Preliminary,Lima,1970
748,Ecuador,Chile,1,1,,Preliminary,Guayaquil,1970
749,Venezuela,Paraguay,0,2,,Preliminary,Caracas,1970
750,Colombia,Brazil,0,2,,Preliminary,Bogotá,1970
751,Bolivia,Peru,2,1,,Preliminary,La Paz,1970
752,Venezuela,Brazil,0,5,,Preliminary,Caracas,1970
753,Colombia,Paraguay,0,1,,Preliminary,Bogotá,1970
754,Uruguay,Chile,2,0,,Preliminary,Montevideo,1970
755,Peru,Bolivia,3,0,,Preliminary,Lima,1970
756,Paraguay,Brazil,0,3,,Preliminary,Asunción,1970
757,Brazil,Colombia,6,2,,Preliminary,Rio de Janeiro,1970
758,Paraguay,Venezuela,1,0,,Preliminary,Asunción,1970
759,Argentina,Bolivia,1,0,,Preliminary,Buenos Aires,1970
760,Paraguay,Colombia,2,1,,Preliminary,Asunción,1970
761,Brazil,Venezuela,6,0,,Preliminary,Rio de Janeiro,1970
762,Argentina,Peru,2,2,,Preliminary,Buenos Aires,1970
763,Brazil,Paraguay,1,0,,Preliminary,Rio de Janeiro,1970
764,Poland,Netherlands,2,1,,Preliminary,Chorzów,1970
765,Northern Ireland,Soviet Union,0,0,,Preliminary,Belfast,1970
